;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO425730;MINISTERE;Ministère de l'éducation nationale, de la jeunesse et de la vie associative;de l'éducation nationale, de la jeunesse et de la vie associative;Éducation nationale, jeunesse et vie associative;EDU;;2010-11-14;;2012-05-10;PO425695
