;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1];chambre[1];regime[1];legislature[1];secretariat[1];secretariat[1]/secretaire01[1];secretariat[1]/secretaire02[1]
;PO711210;MISINFO;Application de la loi n° 2013-660 du 22 juillet 2013 relative à l'enseignement supérieur et la recherche;de la mission d'information sur l'application de la loi n° 2013-660 du 22 juillet 2013 relative à l'enseignement supérieur et la recherche;Enseignement supérieur et recherche;ENSSUP;;2015-12-16;;2016-09-28;PO419604;;5ème République;14;;;
