;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1];chambre[1];regime[1];legislature[1];secretariat[1];secretariat[1]/secretaire01[1];secretariat[1]/secretaire02[1]
;PO394215;CMP;Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion du projet de loi sur le dialogue social et la continuité du service public dans les transports terrestres réguliers de voyageurs;chargée de proposer un texte sur les dispositions restant en discussion du projet de loi sur le dialogue social et la continuité du service public dans les transports terrestres réguliers de voyageurs;Dialogue social et continuité du service public dans les transports terrestres ;363-06-07;;2007-08-02;;2007-08-02;;;5ème République;13;;;
