;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1];chambre[1];regime[1];legislature[1];regimeJuridique[1];siteInternet[1];nombreReunionsAnnuelles[1]
;PO693055;ORGEXTPARL;Conseil national du numérique (formation élargie);du Conseil national du numérique (formation élargie);Numérique;304;;2012-12-13;;;;;5ème République;;Article XXX de la loi  visant à garantir la présence des parlementaires dans certains organismes extérieurs au Parlement et à simplifier les modalités de leur nomination;https://cnnumerique.fr/;
