;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO388096;MINISTERE;Ministère du logement et de la ville ;du logement et de la ville ;Logement et ville;LOG;;2007-06-19;;2009-01-14;PO384206
