;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1];chambre[1];regime[1];legislature[1];regimeJuridique[1];siteInternet[1];nombreReunionsAnnuelles[1]
;PO230225;ORGEXTPARL;Commission nationale de concertation sur les risques miniers;de la Commission nationale de concertation sur les risques miniers;Risques miniers;181;;2002-03-15;;2014-02-17;;;5ème République;;Article  3 du décret n° 2007-403 du 22 mars 2007 ;;
