;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO410959;MINISTERE;Ministère de l' Immigration, de l'intégration, de l'identité nationale et du développement solidaire;de  l' Immigration, de l'intégration, de l'identité nationale et du développement solidaire;Immigration, intégration, identité nationale et développement solidaire;IMM;;2008-03-18;;2009-01-14;PO384206
