;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1];chambre[1];regime[1];legislature[1];regimeJuridique[1];siteInternet[1];nombreReunionsAnnuelles[1]
;PO60241;ORGEXTPARL;Conseil d'administration de la société nationale de programme France 3;du conseil d'administration de la société nationale de programme France 3;France 3;101;;1986-09-30;;2012-05-14;;;5ème République;;Loi 86-1067 du 30 09 1986 (ART. 47), modifiée par loi 2000-719 du 01/08/2000;;
