;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO429222;MINISTERE;Secrétariat d'État auprès du ministre d'État, ministre des affaires étrangères et européennes, chargé des Français de l'étranger;auprès du ministre d'État, ministre des affaires étrangères et européennes, chargé des Français de l'étranger;Français de l'étranger;FET;;2011-06-29;;2011-09-26;PO425695
