;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO711566;MINISTERE;Ministère de l’aménagement du territoire, de la ruralité et des collectivités territoriales;de l’aménagement du territoire, de la ruralité et des collectivités territoriales;Aménagement du territoire, ruralité et collectivités territoriales;ATR;;2016-02-12;;2016-12-06;PO702883
