;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1];chambre[1];regime[1];legislature[1];regimeJuridique[1];siteInternet[1];nombreReunionsAnnuelles[1]
;PO60216;ORGEXTPARL;Conseil supérieur de la sûreté et de l'information nucléaires;du conseil supérieur de la sûreté et de l'information nucléaires;Nucléaire;074;;1973-03-13;;2012-05-14;;;5ème République;;Décret 73-278 du 13 03 1973 modifié par décret 87-137 du 02 03 1987;;
