;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1];chambre[1];regime[1];legislature[1];secretariat[1];secretariat[1]/secretaire01[1];secretariat[1]/secretaire02[1]
;PO712133;CMP;"Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi pour l'économie bleue
";"de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi pour l'économie bleue
";Économie bleue;2964;;2016-03-25;;2016-04-07;;;5ème République;14;;;
