;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO714224;COMSPSENAT;Commission spéciale chargée d'examiner le projet de loi « Egalité et citoyenneté »;;Commission spéciale chargée d'examiner le projet de loi « Egalité et citoyenneté;EGALI;;2016-07-07;;2017-06-12;
