;uid[1];codeType[1];libelle[1];libelleEdition[1];libelleAbrege[1];libelleAbrev[1];viMoDe[1];viMoDe[1]/dateDebut[1];viMoDe[1]/dateAgrement[1];viMoDe[1]/dateFin[1];organeParent[1]
;PO425724;MINISTERE;Secrétariat d'État auprès de la ministre de l'écologie, du développement durable, des transports et du logement, chargé des transports;auprès de la ministre de l'écologie, du développement durable, des transports et du logement, chargé des transports;Transports;TRA;;2010-11-14;;2011-06-29;PO425695
